event_id_cnty,event_date,event_type,country,admin1,admin2,admin3,latitude,longitude,fatalities
MZM3374,2023-06-14,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3387,2023-06-14,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3365,2023-06-12,Riots,Mozambique,Zambezia,Mocuba,Mocuba,-16.8375,36.9856,1
MZM3369,2023-06-11,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3362,2023-06-09,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,1
MZM3363,2023-06-08,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,1
MZM3368,2023-06-07,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3359,2023-06-05,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3360,2023-06-05,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,3
MZM3361,2023-06-05,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7739,39.8948,2
MZM3364,2023-06-05,"Strategic developments",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,0
MZM3358,2023-06-01,"Strategic developments",Mozambique,Manica,Chimoio,Chimoio,-19.1164,33.4833,0
MZM3355,2023-05-31,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3367,2023-05-30,Riots,Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3351,2023-05-26,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-11.9358,39.9847,1
MZM3352,2023-05-26,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-11.8966,40.1097,0
MZM3357,2023-05-25,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6708,40.4374,0
MZM3353,2023-05-24,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2837,39.6116,8
MZM3354,2023-05-24,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,0
MZM3356,2023-05-24,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3350,2023-05-22,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-11.9560,39.9587,0
MZM3342,2023-05-20,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-12.0640,40.0156,0
MZM3349,2023-05-20,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-12.0763,40.1087,0
MZM3347,2023-05-19,"Explosions/Remote violence",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7647,39.7696,1
MZM3348,2023-05-19,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,M'Tamba,-11.2418,39.8882,0
MZM3346,2023-05-17,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.5416,39.6436,0
MZM3366,2023-05-15,Riots,Mozambique,Zambezia,Gurue,Gurue,-15.4669,36.9778,1
MZM3343,2023-05-14,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3340,2023-05-13,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3345,2023-05-13,"Explosions/Remote violence",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8987,39.8172,1
MZM3336,2023-05-12,"Strategic developments",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.5416,39.6436,0
MZM3335,2023-05-11,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,1
MZM3333,2023-05-11,Riots,Mozambique,Nampula,Nacala,Nacala,-14.5403,40.6682,4
MZM3338,2023-05-10,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6628,40.3681,1
MZM3334,2023-05-10,Riots,Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.8436,34.8389,0
MZM3329,2023-05-06,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7739,39.8948,0
MZM3331,2023-05-03,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3344,2023-05-03,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.9717,39.8080,6
MZM3330,2023-05-02,Riots,Mozambique,Maputo,Namaacha,Namaacha,-25.9870,32.0322,0
MZM3328,2023-05-01,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3332,2023-04-29,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8987,39.8172,5
MZM3339,2023-04-27,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,M'Tamba,-11.2418,39.8882,0
MZM3337,2023-04-26,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3324,2023-04-23,"Violence against civilians",Mozambique,Manica,Chimoio,Chimoio,-19.1164,33.4833,0
MZM3326,2023-04-20,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3327,2023-04-20,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.8593,40.4850,0
MZM3319,2023-04-18,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3320,2023-04-18,Protests,Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM3321,2023-04-18,Protests,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3322,2023-04-18,Protests,Mozambique,Inhambane,Inhambane,Inhambane,-23.8650,35.3833,0
MZM3323,2023-04-18,Protests,Mozambique,Sofala,Buzi,Sofala,-20.1550,34.7317,0
MZM3325,2023-04-18,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,M'Tamba,-11.2418,39.8882,0
MZM3381,2023-04-18,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3314,2023-04-15,Battles,Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,1
MZM3315,2023-04-13,Battles,Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8551,39.9586,5
MZM3316,2023-04-12,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8987,39.8172,0
MZM3318,2023-04-10,"Strategic developments",Mozambique,Maputo,Moamba,Moamba,-25.5961,32.2433,0
MZM3311,2023-04-04,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,0
MZM3312,2023-04-04,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6628,40.3681,0
MZM3313,2023-04-04,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2290,39.6327,0
MZM3379,2023-04-03,"Strategic developments",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,0
MZM3299,2023-03-29,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3298,2023-03-28,Protests,Mozambique,"Cabo Delgado",Montepuez,Namanhumbir,-13.0843,39.3415,0
MZM3300,2023-03-27,Riots,Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,1
MZM3297,2023-03-27,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3304,2023-03-25,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM3305,2023-03-25,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3310,2023-03-25,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3291,2023-03-24,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3301,2023-03-24,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.1152,40.4086,0
MZM3302,2023-03-24,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0897,40.4192,0
MZM3303,2023-03-24,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0919,40.4569,0
MZM3309,2023-03-24,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8987,39.8172,0
MZM3308,2023-03-24,"Explosions/Remote violence",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8987,39.8172,0
MZM3306,2023-03-22,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8567,39.8000,0
MZM3293,2023-03-21,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-11.8534,40.4854,0
MZM3371,2023-03-21,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,0
MZM3307,2023-03-18,"Violence against civilians",Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3295,2023-03-18,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4061,40.4706,0
MZM3286,2023-03-18,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3287,2023-03-18,Protests,Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.8436,34.8389,0
MZM3288,2023-03-18,Protests,Mozambique,Gaza,Xai-Xai,Xai-Xai,-25.0519,33.6442,0
MZM3289,2023-03-18,Protests,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3290,2023-03-18,Protests,Mozambique,Manica,Chimoio,Chimoio,-19.1164,33.4833,0
MZM3341,2023-03-18,Protests,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3292,2023-03-14,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3283,2023-03-14,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,-11.3272,40.0388,1
MZM3317,2023-03-14,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3280,2023-03-13,Battles,Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,0
MZM3279,2023-03-13,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3372,2023-03-13,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,3
MZM3284,2023-03-12,"Violence against civilians",Mozambique,Tete,Chifunde,Chifunde,-14.7689,32.8297,1
MZM3281,2023-03-09,"Explosions/Remote violence",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8987,39.8172,0
MZM3282,2023-03-08,"Strategic developments",Mozambique,Niassa,Mandimba,Mandimba,-14.3525,35.6506,0
MZM3275,2023-03-06,"Strategic developments",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8987,39.8172,0
MZM3276,2023-03-06,"Strategic developments",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8517,39.7622,0
MZM3277,2023-03-06,Riots,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3273,2023-03-04,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,-11.3272,40.0388,2
MZM3274,2023-03-04,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8199,39.8152,1
MZM3270,2023-03-04,Riots,Mozambique,Nampula,Nacala,Nacala,-14.5403,40.6682,0
MZM3294,2023-03-02,"Violence against civilians",Mozambique,Tete,Maravia,Chipera,-15.5844,32.7078,0
MZM3267,2023-03-01,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.5416,39.6436,0
MZM3272,2023-03-01,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2837,39.6116,0
MZM3258,2023-02-27,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.1646,40.2437,0
MZM3259,2023-02-27,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.1646,40.2437,0
MZM3262,2023-02-25,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8199,39.8152,1
MZM3271,2023-02-24,"Explosions/Remote violence",Mozambique,"Cabo Delgado",Macomia,Chai,-11.9319,40.1103,0
MZM3263,2023-02-23,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3261,2023-02-22,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.1646,40.2437,3
MZM3260,2023-02-21,"Violence against civilians",Mozambique,"Cabo Delgado",Montepuez,Montepuez,-13.1129,39.0071,0
MZM3251,2023-02-20,Protests,Mozambique,Maputo,Marracuene,Marracuene,-25.7369,32.6764,0
MZM3252,2023-02-20,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3255,2023-02-17,Battles,Mozambique,"Cabo Delgado",Palma,Olumbi,-11.1412,40.3251,0
MZM3256,2023-02-17,"Violence against civilians",Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,1
MZM3269,2023-02-17,"Strategic developments",Mozambique,"Cabo Delgado",Montepuez,Montepuez,-13.1129,39.0071,0
MZM3244,2023-02-14,Protests,Mozambique,Maputo,Matutuine,Zitundo,-26.8429,32.8848,0
MZM3254,2023-02-14,Battles,Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,0
MZM3250,2023-02-13,Protests,Mozambique,Gaza,Chibuto,Chibuto,-24.6867,33.5306,0
MZM3249,2023-02-12,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3243,2023-02-12,Battles,Mozambique,"Cabo Delgado",Montepuez,Montepuez,-12.3046,39.1083,5
MZM3235,2023-02-10,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3241,2023-02-10,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.2427,40.3519,0
MZM3246,2023-02-10,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.2658,40.4200,0
MZM3248,2023-02-10,Riots,Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,0
MZM3268,2023-02-10,"Strategic developments",Mozambique,"Cabo Delgado",Montepuez,Montepuez,-13.1129,39.0071,0
MZM3230,2023-02-08,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM3229,2023-02-07,"Strategic developments",Mozambique,"Cabo Delgado",Ancuabe,Metoro,-13.1404,40.0798,0
MZM3238,2023-02-07,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3239,2023-02-07,Battles,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,1
MZM3266,2023-02-06,"Violence against civilians",Mozambique,"Cabo Delgado",Montepuez,Montepuez,-13.1129,39.0071,0
MZM3231,2023-02-06,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8567,39.8000,0
MZM3247,2023-02-05,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.1631,40.3042,1
MZM3232,2023-02-04,"Violence against civilians",Mozambique,"Cabo Delgado",Montepuez,Montepuez,-12.3046,39.1083,0
MZM3233,2023-02-04,"Violence against civilians",Mozambique,"Cabo Delgado",Mueda,Chapa,-11.9804,39.2895,0
MZM3234,2023-02-04,"Violence against civilians",Mozambique,"Cabo Delgado",Mueda,Mueda,-11.6645,39.5635,2
MZM3236,2023-02-04,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.5104,40.0677,1
MZM3228,2023-02-03,Riots,Mozambique,Tete,Tete,Tete,-16.1564,33.5867,0
MZM3240,2023-02-03,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.2658,40.4200,0
MZM3245,2023-02-03,"Strategic developments",Mozambique,"Cabo Delgado",Montepuez,Montepuez,-13.1129,39.0071,0
MZM3225,2023-02-02,"Strategic developments",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM3219,2023-02-01,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM3220,2023-02-01,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.5416,39.6436,7
MZM3217,2023-01-31,Battles,Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.3083,40.0110,17
MZM3226,2023-01-30,"Violence against civilians",Mozambique,Tete,Moatize,Zobue,-15.5972,34.4475,1
MZM3237,2023-01-30,Battles,Mozambique,"Cabo Delgado",Meluco,Meluco,-12.5416,39.6436,5
MZM3224,2023-01-29,"Strategic developments",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.5416,39.6436,0
MZM3242,2023-01-29,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6600,40.3600,0
MZM3222,2023-01-29,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6600,40.3600,9
MZM3221,2023-01-26,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6600,40.3600,13
MZM3215,2023-01-25,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6600,40.3600,0
MZM3216,2023-01-25,Battles,Mozambique,"Cabo Delgado",Mueda,Mueda,-11.6645,39.5635,0
MZM3213,2023-01-24,"Violence against civilians",Mozambique,"Cabo Delgado",Mueda,Mueda,-11.6645,39.5635,0
MZM3214,2023-01-24,Battles,Mozambique,"Cabo Delgado",Mueda,Mueda,-11.6645,39.5635,6
MZM3211,2023-01-22,Riots,Mozambique,Nampula,Mogovolas,Nametil,-15.7154,39.3357,1
MZM3207,2023-01-22,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-11.9358,39.9847,0
MZM3209,2023-01-20,Riots,Mozambique,Zambezia,Mocuba,Mocuba,-16.8375,36.9856,0
MZM3208,2023-01-19,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8567,39.8000,6
MZM3212,2023-01-19,"Strategic developments",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8567,39.8000,0
MZM3227,2023-01-18,"Violence against civilians",Mozambique,Tete,Moatize,Zobue,-15.5972,34.4475,1
MZM3223,2023-01-17,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8199,39.8152,8
MZM3203,2023-01-16,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM3198,2023-01-15,"Violence against civilians",Mozambique,Zambezia,Milange,Milange,-16.0986,35.7700,0
MZM3210,2023-01-15,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM3202,2023-01-14,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM3205,2023-01-10,Battles,Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.7078,39.9889,0
MZM3206,2023-01-10,Battles,Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,0
MZM3193,2023-01-10,Battles,Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8081,40.0064,10
MZM3199,2023-01-10,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-11.8966,40.1097,0
MZM3187,2023-01-09,Riots,Mozambique,Sofala,Cheringoma,Inhamitanga,-18.3786,35.3900,1
MZM3191,2023-01-09,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.1428,39.9731,0
MZM3192,2023-01-08,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-11.9358,39.9847,0
MZM3190,2023-01-08,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8987,39.8172,3
MZM3188,2023-01-07,Riots,Mozambique,Inhambane,Vilankulo,Mapinhane,-22.2415,35.1107,2
MZM3161,2023-01-05,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7647,39.7696,0
MZM3189,2023-01-05,"Strategic developments",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7739,39.8948,0
MZM3160,2023-01-04,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0012,39.7801,1
MZM3186,2023-01-01,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3154,2022-12-31,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8567,39.8000,2
MZM3155,2022-12-31,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8278,39.7416,2
MZM3156,2022-12-31,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8517,39.7622,2
MZM3185,2022-12-31,"Strategic developments",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7878,39.9144,0
MZM3157,2022-12-30,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8517,39.7622,2
MZM3158,2022-12-30,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8567,39.8000,1
MZM3159,2022-12-30,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8278,39.7416,1
MZM3194,2022-12-27,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7878,39.9144,0
MZM3176,2022-12-26,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8987,39.8172,4
MZM3175,2022-12-26,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8199,39.8152,2
MZM3184,2022-12-23,"Strategic developments",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,0
MZM3164,2022-12-22,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3173,2022-12-21,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-12.0763,40.1087,4
MZM3174,2022-12-21,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-11.9319,40.1103,0
MZM3172,2022-12-20,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,-11.3272,40.0388,1
MZM3201,2022-12-20,Riots,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM3171,2022-12-20,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-11.9319,40.1103,4
MZM3163,2022-12-19,"Strategic developments",Mozambique,Sofala,Gorongosa,Gorongosa,-18.6792,34.0728,0
MZM3179,2022-12-19,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2107,39.7118,0
MZM3196,2022-12-17,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,2
MZM3197,2022-12-17,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8551,39.9586,2
MZM3181,2022-12-16,"Violence against civilians",Mozambique,"Cabo Delgado",Montepuez,Montepuez,-13.1129,39.0071,0
MZM3180,2022-12-16,"Violence against civilians",Mozambique,"Cabo Delgado",Mueda,Mueda,-11.6645,39.5635,0
MZM3200,2022-12-15,"Strategic developments",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM3165,2022-12-12,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3182,2022-12-12,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3170,2022-12-12,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-12.0640,40.0156,3
MZM3168,2022-12-12,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-12.0763,40.1087,4
MZM3178,2022-12-11,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.1428,39.9731,0
MZM3177,2022-12-09,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.1428,39.9731,0
MZM3166,2022-12-08,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8199,39.8152,1
MZM3150,2022-12-08,Battles,Mozambique,"Cabo Delgado",Mueda,Mueda,-11.6645,39.5635,4
MZM3151,2022-12-07,"Violence against civilians",Mozambique,"Cabo Delgado",Mueda,Mueda,-11.6645,39.5635,1
MZM3152,2022-12-07,"Violence against civilians",Mozambique,"Cabo Delgado",Mueda,Mueda,-11.6645,39.5635,3
MZM3147,2022-12-05,"Strategic developments",Mozambique,"Cabo Delgado",Namuno,Namuno,-13.6200,38.8141,0
MZM3148,2022-12-05,Protests,Mozambique,Maputo,Boane,Boane,-26.0423,32.3302,0
MZM3218,2022-12-05,"Strategic developments",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM3149,2022-12-05,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.1428,39.9731,3
MZM3146,2022-12-04,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.3488,39.4275,2
MZM3143,2022-12-02,Battles,Mozambique,"Cabo Delgado",Balama,Balama,-13.3475,38.5697,11
