id,Country,Region,District,Postos,Postos_INE,Urbanization Status,Cluster Area (from IEP),Cluster Area in km2,Population (from IEP),Population 2025,Population density,Population within 20 km,Buildings (from IEP),Buildings,Distance from MV power lines,Distance from nearest mini-grid,Nightlight (from IEP),Night lights intensity,Electrification status nightlights,Electrification status (IEP study),Least-cost electrification mode (IEP results),Least-cost elec. New Capacity (kW),Least-cost elec. Generating Cost ($/kWh),Relative Wealth Index,Percentage of food-insecure people,Livelihoods,Conflict fatalities nearby,Cyclone hazard (1 in 100 years wind speed),Elevation,Mean temperature,Mean diurnal temperature range,Cooling Degree Days Cold Room at 4C,Hot days (>30C) in a year,Relative humidity,Precipitation,Aridity Index,Climate class,Solar PV Output (kWh/year per installed kW),Cropland area ha,Cropland percentage of Influence area,Permanent water area (ha) within 10 km,Distance from coastlines,Travel time airports,Travel time ports,Travel time cities,Travel time capital,Travel time railway stations,Export Market Accessibility,National Market Accessibility,Fresh Markets Accessibility,Farming Activity,Ag Cooling Demand Export Market,Ag Cooling Demand National Market,Ag Cooling Demand Fresh Markets,Ag Cooling Demand ALL Markets,Banana production,Cassava production,Citrus production,Cashew Nut production,Cotton production,Maize production,Other Roots & Tubers production,Plantain production,Potato production,Rice production,Sorghum production,Sugarcane production,Sweet Potato production,Temperate Fruit production,Tobacco production,Tropical Fruit production,Vegetables production,Tomato production,Fishing Activity (marine + inland),Fishing type,Fish Cooling Demand Export Market,Fish Cooling Demand National Market,Fish Cooling Demand Fresh Markets,Fish Cooling Demand ALL Markets,Fresh Markets Accessibility - class,National Market Accessibility - class,Export Market Accessibility - class,Ag Cooling Demand ALL Markets - class,Fish Cooling Demand ALL Markets - class,Cooling_potential,Ground_Survey,Staple_Crop Production (t/y),Perishable_Crop Production (t/y),Cash Crop Production (t/y),PUE_potential
1071416,Mozambique,NAMPULA,MEMBA,MEMBA,Memba,Rural Clusters,0.743,0.709,726.974,735,1036,131542,313,313,27.349,29.357,0,0.2,likely electrified,99,10,22.857,0.01,-0.7,,North-Central Coastal Fishing,4,139,27,25.3,1.1,7774,1,80,962,0.44,"Aw   Tropical, savannah",2040,70.443,5.044,58.3,2.3,1.7,11.5,1.7,31.2,1.5,0.323,0.352,0.596,0.043,0.256,0.282,0.397,0.308,250.4,16512.2,56.8,119,26.9,1417.7,17.5,0,0,66.1,128.9,0,65.1,73.6,16.5,74.1,33.3,90.2,0.77,marine,0.566,0.599,0.689,0.628,Very High,High,Low,High,Very High,Very High,No,18457.9,17026.2,224.4,Very High
1071466,Mozambique,NAMPULA,MEMBA,MEMBA,Memba,Urban Centre,4.138,3.952,61662.344,61662,15603,162554,6405,6405,35.939,33.696,3.139,0.9,electrified,1,1,735.495,0.1,-0.3,,North-Central Coastal Fishing,4,137,28,25.3,1.1,7774,1,80,962,0.42,"Aw   Tropical, savannah",2035,95.264,2.787,112.7,0.9,0.9,10.9,1.1,30.6,0.9,0.371,0.401,0.7,0.025,0.272,0.298,0.437,0.333,130,6006.1,42.4,271.8,71.8,353.1,8.2,0,0,33.3,71.1,0,53.4,85.6,37.4,42.2,28.8,77.2,0.91,marine,0.671,0.698,0.811,0.738,Very High,High,Medium,High,Very High,Very High,No,6655.2,6354.3,265.8,Very High
1071472,Mozambique,NAMPULA,MEMBA,MEMBA,Memba,Suburban or Peri Urban,0.224,0.214,374.823,385,1795,150253,331,331,38.003,35.122,0.304,0.3,likely electrified,99,10,11.785,0.01,-0.3,,North-Central Coastal Fishing,4,137,15,25.4,1.1,7811,1,80,962,0.42,"Aw   Tropical, savannah",2040,24.496,6.948,111.6,1.1,1,11,1.2,30.8,1,0.362,0.388,0.66,0.056,0.286,0.309,0.435,0.341,104.9,5805.3,22.3,0,0,283.5,7.8,0,0,21.3,51.3,0,25,17.9,0,30.8,11.4,32.4,0.89,marine,0.657,0.683,0.783,0.719,Very High,High,Medium,High,Very High,Very High,No,6299.1,6003.1,60.1,Very High
1071485,Mozambique,NAMPULA,MEMBA,MEMBA,Memba,Low Density Rural,0.412,0.393,410.212,410,1042,149005,173,173,38.587,35.972,0,0.2,likely electrified,99,10,12.898,0.01,-0.2,,North-Central Coastal Fishing,4,137,12,25.4,1.1,7811,1,80,962,0.41,"Aw   Tropical, savannah",2044,0.929,0.387,111.9,1,1.2,11.2,1.5,31,1.3,0.346,0.375,0.653,0.003,0.249,0.275,0.407,0.307,104.9,5805.3,22.3,0,0,283.5,7.8,0,0,21.3,51.3,0,25,17.9,0,30.8,11.4,32.4,0.9,marine,0.654,0.682,0.784,0.718,Very High,High,Medium,High,Very High,Very High,No,6299.1,6003.1,60.1,Very High
1071492,Mozambique,NAMPULA,MEMBA,MEMBA,Memba,Rural Clusters,0.747,0.714,887.479,888,1244,149424,597,597,39.289,37.006,0,0.2,likely electrified,99,10,27.903,0.01,-0.2,,North-Central Coastal Fishing,4,137,14,25.4,1.1,7811,1,80,962,0.42,"Aw   Tropical, savannah",2051,20.227,4.101,117,1.4,1.2,11.2,1.5,31,1.3,0.346,0.375,0.654,0.033,0.265,0.29,0.422,0.323,104.9,5805.3,22.3,0,0,283.5,7.8,0,0,21.3,51.3,0,25,17.9,0,30.8,11.4,32.4,0.86,marine,0.631,0.66,0.765,0.697,Very High,High,Medium,High,Very High,Very High,No,6299.1,6003.1,60.1,Very High
1071513,Mozambique,NAMPULA,MEMBA,MEMBA,Memba,Rural Clusters,0.681,0.651,685.01,685,1052,149907,425,425,40.466,37.84,0,0.2,likely electrified,99,10,21.538,0.01,-0.2,,North-Central Coastal Fishing,4,137,17,25.3,1.1,7774,1,80,962,0.43,"Aw   Tropical, savannah",2051,38.3,11.553,115.3,2.5,1.2,11.2,1.4,30.9,1.2,0.348,0.378,0.657,0.093,0.296,0.321,0.449,0.354,104.9,5805.3,22.3,0,0,283.5,7.8,0,0,21.3,51.3,0,25,17.9,0,30.8,11.4,32.4,0.75,marine,0.569,0.602,0.71,0.637,Very High,High,Medium,High,Very High,Very High,No,6299.1,6003.1,60.1,Very High
1072368,Mozambique,CABO DELGADO,PEMBA,METUGE,Metuge-Sede,Low Density Rural,0.204,0.197,171.332,171,867,253548,272,272,9.21,81.82,0,0.2,likely electrified,99,3,1.809,0.933,-0.1,0.25,North-Central Coastal Fishing,0,113,7,25.6,1,7884,131,77,1143,0.44,"Aw   Tropical, savannah",2100,24.581,0.269,112.4,0.2,0.6,13,4.6,32.8,4.6,0.254,0.319,0.954,0.003,0.204,0.25,0.552,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,marine,0.652,0.699,0.978,0.789,Very High,Medium,Low,High,Very High,Very High,No,0,0,0,Very High
1073317,Mozambique,NAMPULA,C. ILHA DE MOÇAMBIQUE,LUMBO,Lumbo,Low Density Rural,1.01,0.957,339.603,345,360,69782,437,437,48.875,74.965,0,0.2,likely electrified,99,3,3.558,0.946,-0.3,,North-Central Coastal Fishing,0,155,7,25.4,1,7811,1,80,935,0.45,"Aw   Tropical, savannah",2076,71.591,11.89,332.1,2.2,1.7,10.3,2,30,1.1,0.361,0.339,0.398,0.097,0.307,0.305,0.332,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,marine,0.595,0.599,0.598,0.607,High,Medium,Medium,High,Very High,Very High,No,0,0,0,Very High
1073453,Mozambique,NAMPULA,C. ILHA DE MOÇAMBIQUE,LUMBO,Lumbo,Dense Urban Clusters,2.661,2.523,9705.962,9706,3846,145142,2509,2509,42.549,70.115,1.082,0.7,electrified,1,1,115.771,0.1,0,,North-Central Coastal Fishing,0,155,22,25.3,1,7774,5,80,968,0.46,"Aw   Tropical, savannah",2081,69.081,7.713,218.1,3.3,1.4,10,1.7,29.7,0.8,0.383,0.392,0.639,0.064,0.299,0.313,0.427,0.344,174.3,7063.1,58,1671.5,160.9,1268.7,7.2,0,0,0.3,85,0,60.1,163.8,82.6,61.5,52.8,135.2,0.67,marine,0.544,0.567,0.661,0.6,Very High,High,Medium,High,Very High,Very High,No,8658.7,7582.8,521.6,Very High
1073460,Mozambique,NAMPULA,C. ILHA DE MOÇAMBIQUE,LUMBO,Lumbo,Suburban or Peri Urban,0.125,0.118,326.383,326,2752,114410,196,196,41.931,70.414,0.38,0.3,likely electrified,99,10,2.14,0.01,-0.1,,North-Central Coastal Fishing,0,155,6,25.4,1,7811,5,80,968,0.44,"Aw   Tropical, savannah",2086,3.699,3.048,232.8,2,1.5,10.1,1.8,29.9,0.9,0.376,0.37,0.541,0.024,0.276,0.283,0.365,0.304,59,192.4,35,1506.7,145.6,463.1,0.4,0,0,0.2,29.1,0,33,129.9,74.2,26.7,36.7,96.6,0.8,marine,0.614,0.626,0.679,0.65,Very High,High,Medium,High,Very High,Very High,No,777.2,478.1,413.1,Very High
1073480,Mozambique,NAMPULA,C. ILHA DE MOÇAMBIQUE,LUMBO,Lumbo,Low Density Rural,0.276,0.261,179.557,180,688,182026,166,166,40.97,67.856,0,0.2,likely electrified,99,3,1.894,0.953,-0.2,,North-Central Coastal Fishing,0,155,14,25.3,1,7774,5,80,968,0.45,"Aw   Tropical, savannah",2064,20.371,6.42,199.6,3.1,1.4,10,1.7,29.8,0.8,0.383,0.411,0.756,0.052,0.293,0.317,0.476,0.36,115.3,6870.7,23,164.8,15.3,805.6,6.8,0,0,0.1,55.9,0,27.1,33.9,8.4,34.8,16.1,38.6,0.69,marine,0.555,0.588,0.729,0.634,Very High,High,Medium,High,Very High,Very High,No,7881.5,7104.7,108.5,Very High
1073486,Mozambique,NAMPULA,C. ILHA DE MOÇAMBIQUE,LUMBO,Lumbo,Low Density Rural,0.299,0.284,254.507,254,895,165885,478,478,40.652,68.277,0,0.2,likely electrified,99,3,2.673,0.949,-0.1,,North-Central Coastal Fishing,0,155,12,25.3,1,7774,5,80,968,0.44,"Aw   Tropical, savannah",2070,36.617,13.951,223.8,1.8,1.7,10.2,1.9,30,1.1,0.364,0.389,0.703,0.112,0.314,0.337,0.479,0.376,174.3,7063.1,58,1671.5,160.9,1268.7,7.2,0,0,0.3,85,0,60.1,163.8,82.6,61.5,52.8,135.2,0.82,marine,0.617,0.645,0.767,0.687,Very High,High,Medium,High,Very High,Very High,No,8658.7,7582.8,521.6,Very High
1073499,Mozambique,NAMPULA,C. ILHA DE MOÇAMBIQUE,LUMBO,Lumbo,Low Density Rural,0.116,0.11,98.536,103,939,153088,134,134,39.799,68.015,0,0.2,likely electrified,99,3,1.036,0.95,0,,North-Central Coastal Fishing,0,155,6,25.3,1,7774,5,80,968,0.44,"Aw   Tropical, savannah",2070,18.501,6.304,224.5,0.6,2,10.6,2.1,30.3,1.4,0.34,0.367,0.66,0.051,0.269,0.294,0.431,0.328,59,192.4,35,1506.7,145.6,463.1,0.4,0,0,0.2,29.1,0,33,129.9,74.2,26.7,36.7,96.6,0.94,marine,0.67,0.697,0.806,0.736,Very High,High,Low,High,Very High,Very High,No,777.2,478.1,413.1,Very High
1073516,Mozambique,NAMPULA,MOSSURIL,MOSSURIL,Lumbo,Low Density Rural,0.213,0.202,128.379,128,634,185970,236,236,38.983,66.179,0,0.2,likely electrified,99,3,1.36,0.957,-0.4,,North-Central Coastal Fishing,0,155,15,25.3,1,7774,5,80,968,0.47,"Aw   Tropical, savannah",2053,11.192,2.035,238.9,2.2,1.8,10.4,1.8,30.2,1.2,0.354,0.396,0.767,0.017,0.259,0.291,0.465,0.336,174.3,7063.1,58,1671.5,160.9,1268.7,7.2,0,0,0.3,85,0,60.1,163.8,82.6,61.5,52.8,135.2,0.78,marine,0.589,0.627,0.779,0.676,Very High,High,Medium,High,Very High,Very High,No,8658.7,7582.8,521.6,Very High
1073562,Mozambique,NAMPULA,MOSSURIL,MOSSURIL,Lumbo,Low Density Rural,0.186,0.177,133.613,141,798,183428,226,226,37.325,65.476,0.353,0.2,likely electrified,99,3,1.412,0.954,-0.2,,North-Central Coastal Fishing,0,155,2,25.3,1,7774,5,80,968,0.45,"Aw   Tropical, savannah",2057,12.716,3.499,498,0.9,1.9,10.5,1.7,30.2,1.3,0.347,0.394,0.76,0.028,0.261,0.296,0.467,0.339,104.5,316.9,62,2688.7,262.8,548.6,0.7,0,0,1.1,50.4,0,58,229.8,132.1,47.3,66,173.7,0.91,marine,0.657,0.695,0.841,0.743,Very High,High,Medium,High,Very High,Very High,No,1080.2,823.2,738,Very High
1073578,Mozambique,NAMPULA,MOSSURIL,MOSSURIL,Lumbo,Low Density Rural,1.979,1.877,740.471,740,394,191024,656,656,36.833,64.228,0.755,0.2,likely electrified,99,10,23.281,1.025,-0.3,,North-Central Coastal Fishing,0,155,31,25.2,1,7738,5,80,968,0.48,"Aw   Tropical, savannah",2045,86.981,2.947,615.4,2.5,1.6,10.2,1.6,29.9,1,0.368,0.411,0.785,0.026,0.269,0.301,0.476,0.346,271.7,9374.1,103.2,3325.7,322.5,1741,9.4,0,0,1.7,130.1,0,108.3,309.3,163.8,100.9,95.6,251.5,0.75,marine,0.578,0.617,0.771,0.666,Very High,High,Medium,High,Very High,Very High,No,11636.3,10269.3,992.1,Very High
1073609,Mozambique,NAMPULA,MOSSURIL,MOSSURIL,Mossuril-Sede,Urban Centre,10.846,10.293,60094.043,60177,5846,176176,6107,6107,35.22,66.33,3.303,0.6,electrified,1,1,716.789,0.1,-0.2,,North-Central Coastal Fishing,0,155,30,25.2,1,7738,5,80,968,0.46,"Aw   Tropical, savannah",2092,162.462,4.129,832.8,2.1,1.7,10.3,1.5,30,1.1,0.361,0.401,0.739,0.038,0.271,0.302,0.46,0.342,130.5,391.4,77.2,3336.5,328.9,602.7,0.9,0,0,1.6,63.5,0,72.4,287.3,164.9,59,82.1,210.4,0.79,marine,0.596,0.633,0.768,0.676,Very High,High,Medium,High,Very High,Very High,No,1263,1023.6,922.2,Very High
1073665,Mozambique,NAMPULA,MOSSURIL,MOSSURIL,Mossuril-Sede,Suburban or Peri Urban,0.384,0.364,1453.428,1453,3987,183500,207,207,34.161,63.426,0.521,0.3,likely electrified,1,1,17.336,0.1,-0.2,,North-Central Coastal Fishing,0,155,16,25.3,1,7774,5,80,968,0.47,"Aw   Tropical, savannah",2063,7.459,2.626,809.3,2.5,1.6,10.1,1.3,29.9,1,0.371,0.413,0.764,0.021,0.27,0.302,0.465,0.344,45.5,124.5,27,1182,117.2,85.5,0.3,0,0,0.9,21.3,0,25,99.9,57.9,20.6,29.3,77.1,0.75,marine,0.581,0.621,0.763,0.666,Very High,High,Medium,High,Very High,Very High,No,303,345.1,324.9,Very High
1073681,Mozambique,NAMPULA,MOSSURIL,MOSSURIL,Mossuril-Sede,Low Density Rural,0.125,0.12,216.286,216,1804,192814,103,103,33.73,62.209,0,0.2,likely electrified,99,10,1.418,0.01,0,,North-Central Coastal Fishing,0,155,20,25.2,1,7738,5,80,968,0.47,"Aw   Tropical, savannah",2048,12.656,2.797,812.9,3.2,1.5,10.1,1.3,29.9,0.9,0.376,0.42,0.794,0.023,0.271,0.304,0.478,0.349,97.4,2311,45.2,1654.2,161.6,472.3,2.2,0,0,1.4,45.1,0,48.2,145.5,81.2,39.4,42.8,116.3,0.68,marine,0.543,0.585,0.741,0.633,Very High,Very High,Medium,High,Very High,Very High,No,2977.6,2686.5,470.5,Very High
1073738,Mozambique,NAMPULA,MOSSURIL,MOSSURIL,Mossuril-Sede,Rural Clusters,0.711,0.675,502.976,503,745,198420,548,548,29.466,58.938,0,0.2,likely electrified,99,10,15.814,0.819,-0.3,,North-Central Coastal Fishing,0,153,10,25.3,1,7774,5,80,968,0.45,"Aw   Tropical, savannah",2041,53.211,1.561,784.7,1,1.7,10.3,1.5,30.1,1.1,0.361,0.412,0.809,0.014,0.261,0.298,0.483,0.345,97.4,2311,45.2,1654.2,161.6,472.3,2.2,0,0,1.4,45.1,0,48.2,145.5,81.2,39.4,42.8,116.3,0.9,marine,0.66,0.699,0.86,0.752,Very High,High,Medium,High,Very High,Very High,No,2977.6,2686.5,470.5,Very High
1073743,Mozambique,NAMPULA,MOSSURIL,MATIBANE,Matibane,Low Density Rural,0.632,0.6,375.652,376,626,144682,273,273,27.643,60.238,0,0.2,likely electrified,99,3,18.956,1.014,-0.6,,North-Central Coastal Fishing,0,150,34,25.2,1,7738,5,80,968,0.47,"Aw   Tropical, savannah",2068,49.212,3.61,721.5,1.2,2.1,10.7,1.7,30.4,1.4,0.335,0.367,0.638,0.03,0.253,0.281,0.409,0.311,45.5,124.5,27,1182,117.2,85.5,0.3,0,0,0.9,21.3,0,25,99.9,57.9,20.6,29.3,77.1,0.88,marine,0.632,0.663,0.763,0.697,Very High,High,Low,High,Very High,Very High,No,303,345.1,324.9,Very High
1073793,Mozambique,NAMPULA,MOSSURIL,MATIBANE,Matibane,Low Density Rural,0.484,0.46,334.595,341,741,2989,288,288,24.194,62.045,0.431,0.2,likely electrified,99,10,2.194,0.01,0.1,,North-Central Coastal Fishing,0,150,22,25.3,1,7774,,,,0.44,"Aw   Tropical, savannah",2113,225.618,22.627,13.8,1.1,1.9,10.6,0.9,30.4,0.7,0.356,0.321,0.197,0.188,0.351,0.341,0.279,0.321,103.9,395.4,65.6,2595,248.8,193.2,0.8,0,0,1.8,46.2,0,67.5,213.9,133.3,47,59.7,178,0.89,marine,0.652,0.646,0.55,0.626,Low,Medium,Medium,High,Very High,Very High,No,808.8,888.2,702.7,Very High
1073841,Mozambique,NAMPULA,MOSSURIL,MATIBANE,Matibane,Low Density Rural,0.29,0.275,215.923,216,784,783,196,196,24.01,63.502,0.317,0.2,likely electrified,99,3,2.219,0.928,-0.4,,North-Central Coastal Fishing,0,150,12,25.5,1,7848,,,,0.43,"Aw   Tropical, savannah",2117,166.916,22.308,14.3,1.3,2,10.7,0.9,30.4,0.7,0.352,0.319,0.19,0.183,0.35,0.342,0.277,0.32,103.9,395.4,65.6,2595,248.8,193.2,0.8,0,0,1.8,46.2,0,67.5,213.9,133.3,47,59.7,178,0.87,marine,0.642,0.639,0.541,0.617,Low,Medium,Medium,High,Very High,Very High,No,808.8,888.2,702.7,Very High
1075005,Mozambique,NAMPULA,MEMBA,MEMBA,Memba,Low Density Rural,0.351,0.335,411.574,412,1230,192773,220,220,10.174,35.095,0,0.2,likely electrified,99,10,12.94,0.747,-0.3,,North-Central Coastal Fishing,0,146,28,25.4,1.1,7811,2,80,951,0.44,"Aw   Tropical, savannah",2095,8.557,2.083,23.2,0.4,0.5,10.9,0.6,30.7,0.7,0.384,0.432,0.8,0.017,0.277,0.312,0.482,0.355,127.5,5994,26.1,0,0,387.2,9.8,0,0,13.2,62.4,0,28.8,27.8,0,37.8,14.9,36.8,0.96,marine,0.709,0.743,0.888,0.793,Very High,Very High,Medium,High,Very High,Very High,No,6622.9,6240.6,80.5,Very High
1075236,Mozambique,NAMPULA,MEMBA,MEMBA,Memba,Rural Clusters,1.111,1.061,1042.887,1043,982,83135,446,446,25.96,36.118,0,0.2,likely electrified,99,10,32.79,0.772,-0.2,,North-Central Coastal Fishing,0,141,23,25.4,1.1,7811,1,80,962,0.44,"Aw   Tropical, savannah",2073,102.582,9.106,47.5,0.8,0.5,11.5,1.5,31.3,1.5,0.352,0.342,0.445,0.076,0.291,0.296,0.344,0.307,171.3,8122.7,48.9,494.6,99.4,641.8,10.1,0,0,51.5,88.2,0,57.2,115.4,42.9,54.9,37.4,98.7,0.92,marine,0.668,0.675,0.691,0.689,High,High,Medium,High,Very High,Very High,No,9142.8,8569,350,Very High
1075277,Mozambique,NAMPULA,MEMBA,MEMBA,Memba,Rural Clusters,2.563,2.449,3318.21,3326,1358,16175,1962,1962,28.179,45.519,0,0.2,likely electrified,99,10,104.328,0.01,0,,North-Central Coastal Fishing,0,141,23,25.4,1.1,7811,1,80,962,0.43,"Aw   Tropical, savannah",2118,425.133,20.732,18,0.9,0.2,11.5,1.2,31.2,1.2,0.366,0.321,0.236,0.179,0.353,0.339,0.295,0.326,88.1,478.7,73.2,1744.9,342.9,267,0.9,0,0,54.8,63.3,0,74.3,293.7,151.7,39.9,73.2,198.6,0.91,marine,0.67,0.659,0.582,0.647,Medium,Medium,Medium,High,Very High,Very High,No,1027.1,1048.8,901.4,Very High
1075284,Mozambique,NAMPULA,MEMBA,MEMBA,Memba,Rural Clusters,1.685,1.61,1609.463,1610,1000,31915,789,789,28.67,43.888,0,0.2,likely electrified,1,1,19.197,0.1,-0.2,,North-Central Coastal Fishing,0,141,34,25.4,1.1,7811,1,80,962,0.44,"Aw   Tropical, savannah",2111,363.868,19.959,32.2,0.7,0.1,11.4,1.1,31.2,1.1,0.372,0.333,0.287,0.171,0.352,0.341,0.315,0.333,30.2,155.4,22.2,494.6,99.4,83.7,0.3,0,0,14.2,21,0,27.2,87.5,42.9,13.7,21.6,57.8,0.93,marine,0.685,0.675,0.617,0.67,Medium,Medium,Medium,High,Very High,Very High,No,332,335.9,265.1,Very High
1075526,Mozambique,CABO DELGADO,MECUFI,MECUFI,Mecufi-Sede,Low Density Rural,0.063,0.061,63.216,63,1039,29324,178,178,1.234,41.2,0.359,0.2,likely electrified,99,3,0.659,0.921,0.1,0.2,North-Central Coastal Fishing,2,123,8,25.8,1,7957,1,80,1120,0.43,"Aw   Tropical, savannah",2131,131.146,21.23,33.5,0.8,0.7,12.9,4,32.7,3.8,0.268,0.238,0.25,0.173,0.307,0.301,0.306,0.301,0,233.1,27.6,826.9,260.8,83.1,0.3,0,0,26.1,34.5,0,17.7,102.4,57.9,19.1,28.6,77,0.92,marine,0.631,0.629,0.602,0.631,Medium,Low,Low,High,Very High,Very High,No,394.8,401.2,468.8,Very High
1075565,Mozambique,CABO DELGADO,MECUFI,MURREBUE,Murrebue,Dense Urban Clusters,3.457,3.331,12445.13,12445,3735,32174,4548,4548,0.065,54.578,1.387,0.5,electrified,1,1,267.087,0.1,-0.2,0.2,North-Central Coastal Fishing,0,120,21,25.7,1,7920,1,80,1120,0.43,"Aw   Tropical, savannah",2140,811.197,22.711,84.7,0.8,0.3,12.5,4.1,32.2,3.9,0.285,0.246,0.258,0.208,0.332,0.321,0.324,0.323,0,12429.7,47.5,730.5,169.7,3062,7.4,0,0,142.4,223.9,0,69.5,112.2,52.8,63.8,41.3,114.6,0.92,marine,0.638,0.631,0.604,0.634,Medium,Low,Low,High,Very High,Very High,No,15934.9,12723.9,439.8,Very High
804,Mozambique,TETE,MAGOE,CHINTHOPO,Chinthopo,Low Density Rural,0.4,0.37,66.845,67,181,5034,236,236,247.385,35.821,0,0.2,likely electrified,99,3,0.696,0.92,-0.4,0.15,Cahora Bassa Dam Sesame and Cotton,0,24,338,26.3,1.4,8140,234,54,782,0.36,"BSh  Arid, steppe, hot",2134,102.168,11.227,3634.1,583.4,5.9,8.2,13.9,29,8.4,0.178,0.095,0.078,0.093,0.228,0.196,0.198,0.2,0,0,13.6,0,0,1447.8,4.1,0,0,0,0,0,1.4,9.6,0.1,0,3.4,16.2,0.974,inland,0.622,0.593,0.554,0.599,Low,Low,Low,Low,Very High,Very High,No,1453.3,18.5,13.1,Very High
808,Mozambique,TETE,MAGOE,MUKUMBURA,Chinthopo,Low Density Rural,0.377,0.349,60.38,60,172,3679,231,231,242.383,41.049,0,0.2,likely electrified,99,3,0.634,0.929,-0.4,0.15,Cahora Bassa Dam Sesame and Cotton,0,24,332,26.3,1.5,8140,234,54,782,0.35,"BSh  Arid, steppe, hot",2116,295.629,9.381,4726.7,579.9,5.6,7.9,13.6,28.7,8.1,0.194,0.104,0.076,0.085,0.232,0.196,0.193,0.199,0,0,13.8,0,0,970.6,5.8,0,0,0,0,0,0,8.5,0,0,3.1,15.3,0.991,inland,0.64,0.606,0.561,0.612,Low,Low,Low,Low,Very High,Very High,No,976.4,17.4,11.6,Very High
874,Mozambique,TETE,MAGOE,CHINTHOPO,Chinthopo,Low Density Rural,0.805,0.746,151.294,151,202,5035,581,581,246.475,35.981,0,0.2,likely electrified,99,3,1.575,0.92,-0.4,0.15,Cahora Bassa Dam Sesame and Cotton,0,24,347,26.2,1.4,8103,234,54,782,0.35,"BSh  Arid, steppe, hot",2137,100.722,3.133,4584.5,584.1,6.3,8.6,14.3,29.4,8.8,0.158,0.085,0.074,0.028,0.18,0.155,0.164,0.157,0,0,18,0,0,1701.9,5.7,0,0,0,0,0,1.4,11.8,0.1,0,4.4,22.6,0.989,inland,0.617,0.594,0.557,0.599,Low,Low,Low,Low,Very High,Very High,No,1709,23.3,16.3,Very High
913,Mozambique,TETE,MAGOE,MUKUMBURA,Chinthopo,Low Density Rural,0.422,0.39,65.555,66,169,3651,279,279,240.411,41.438,0,0.2,likely electrified,99,3,0.686,0.924,-0.4,0.15,Cahora Bassa Dam Sesame and Cotton,0,24,326,26.3,1.5,8140,234,54,782,0.35,"BSh  Arid, steppe, hot",2127,143.597,5.652,7548.7,581.5,6,8.4,14,29.1,8.6,0.171,0.092,0.072,0.05,0.201,0.172,0.175,0.174,0,0,13.8,0,0,970.6,5.8,0,0,0,0,0,0,8.5,0,0,3.1,15.3,0.999,inland,0.632,0.604,0.563,0.61,Low,Low,Low,Low,Very High,Very High,No,976.4,17.4,11.6,Very High
925,Mozambique,TETE,MAGOE,MUKUMBURA,Chinthopo,Low Density Rural,0.577,0.534,109.979,111,207,3747,602,602,239.901,41.33,0,0.2,likely electrified,99,3,1.148,0.923,-0.1,0.15,Cahora Bassa Dam Sesame and Cotton,0,24,326,26.3,1.5,8140,234,54,782,0.35,"BSh  Arid, steppe, hot",2132,4.373,0.172,9351.7,582.4,6.4,8.8,14.4,29.5,9,0.151,0.082,0.069,0.002,0.165,0.141,0.151,0.143,0,0,13.8,0,0,970.6,5.8,0,0,0,0,0,0,8.5,0,0,3.1,15.3,1,inland,0.622,0.599,0.562,0.604,Low,Low,Low,Low,Very High,Very High,No,976.4,17.4,11.6,Very High
928,Mozambique,TETE,MAGOE,CHINTHOPO,Chinthopo,Very Low Density Rural,0.337,0.312,40.578,41,131,4837,147,147,243.805,37.056,0,0.2,likely electrified,99,3,0.42,0.914,-0.1,0.15,Cahora Bassa Dam Sesame and Cotton,0,24,338,26.3,1.5,8140,234,54,782,0.35,"BSh  Arid, steppe, hot",2147,15.484,0.797,7570.2,585.4,7,9.4,15,30.1,9.5,0.125,0.068,0.067,0.007,0.154,0.137,0.153,0.138,0,0,18,0,0,1701.9,5.7,0,0,0,0,0,1.4,11.8,0.1,0,4.4,22.6,0.999,inland,0.607,0.592,0.561,0.596,Low,Low,Low,Low,Very High,Very High,No,1709,23.3,16.3,Very High
1200,Mozambique,TETE,MAGOE,MUKUMBURA,Mphende,Low Density Rural,0.151,0.14,24.005,24,171,35749,196,196,199.311,79.151,0,0.2,likely electrified,99,3,0.243,0.895,,0.15,Cahora Bassa Dam Sesame and Cotton,0,28,334,26.3,1.5,8140,185,58,870,0.35,"Aw   Tropical, savannah",2196,2.358,0.011,10871,571.7,4,6.4,12,27.1,6.5,0.286,0.164,0.193,0,0.236,0.183,0.208,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,inland,0.697,0.643,0.624,0.665,Low,Low,Low,Low,Very High,Very High,No,0,0,0,Very High
1205,Mozambique,TETE,MAGOE,MUKUMBURA,Mphende,Very Low Density Rural,0.164,0.152,24.451,24,158,16395,107,107,211.379,66.448,0,0.2,likely electrified,99,3,0.248,0.897,-0.5,0.15,Cahora Bassa Dam Sesame and Cotton,0,28,321,26.4,1.5,8176,198,58,816,0.35,"BSh  Arid, steppe, hot",2190,25.242,0.174,14052.3,579.8,6.9,9.2,14.9,30,9.4,0.131,0.073,0.104,0.002,0.156,0.139,0.17,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,inland,0.613,0.597,0.582,0.607,Low,Low,Low,Low,Very High,Very High,No,0,0,0,Very High
